idsbr,Query,Actual Place Name,Category,Rating,Address,Phone Number,Website,Latitude,Longitude,Status,Open Status,Operation Hours,Place,Validasi
4451584,"RAGAM CITRA HARMONI, PT, SUTOREJO TENGAH 14 NO 55-61",PT Ragam Citra Harmoni,Kantor Perusahaan,"4,5"," Jl. Sutorejo Tengah XIV No.55, Dukuh Sutorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60113",Gagal,http://www.rch-sound.com/www.jicspeaker.com,-7.2646355,112.7875181,Aktif,· 08.00,Gagal,"RAGAM CITRA HARMONI, PT, SUTOREJO TENGAH 14 NO 55-61",Ditemukan
6197733,"MULTI REKAT, Jl. Margomulyo 51A Kav. 15",CV Multi Rekat,Grosir bahan kimia,Gagal," Jl. Pergudangan Margomulyo Permai AD17, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,https://www.multirekat.com/,-7.2435973,112.6865588,Aktif,· Tutup pukul 16.00,Gagal,"MULTI REKAT, Jl. Margomulyo 51A Kav. 15",Ditemukan
6197832,"HARMONI CAHAYA ELEKTRIK, Jl. Dumar Industri Blok A No 3",Harmoni Cahaya Elektrik,Toko Alat Listrik,"5,0"," Jl. Dumar Industri No.44, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,Gagal,-7.2436225,112.6910313,Aktif,Gagal,Gagal,"HARMONI CAHAYA ELEKTRIK, Jl. Dumar Industri Blok A No 3",Ditemukan
6198051,"BABA PRIMA MANUFACTURING, PT, Jl. Kenjeran No.411",Baba Prima Manufacturing. PT,Produsen,"4,4"," Jl. Kenjeran No.411, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134",Gagal,Gagal,-7.2476008,112.774893,Aktif,Gagal,Gagal,"BABA PRIMA MANUFACTURING, PT, Jl. Kenjeran No.411",Ditemukan
6198311,"JAYA METAL SURABAYA, Jl. Margomulyo 66-F No. Kav 2",PT. Jaya Metal Surabaya,Pabrik Logam,"4,8"," Jl. Margomulyo.66F Kav.2, RT.001, RT.001/RW.01, Greges, Asem Rowo, Surabaya, East Java 60183",Gagal,http://www.ptjayametal.com/,-7.2336353,112.682064,Aktif,· Buka pukul 08.00,Gagal,"JAYA METAL SURABAYA, Jl. Margomulyo 66-F No. Kav 2",Ditemukan
6198369,"DYNASTY MAS PRIMA, Jl. Kenjeran No. 627",PT. Dynasty Mas Prima,Ahli Perhiasan,"3,7"," Jl. Kenjeran No.627, Kalijudan, Kec. Mulyorejo, Surabaya, Jawa Timur 60114",Gagal,http://www.dynastymasprima.com/,-7.250612,112.7869688,Aktif,· Buka pukul 09.00,Gagal,"DYNASTY MAS PRIMA, Jl. Kenjeran No. 627",Ditemukan
6199456,"BUMIMAS MULTIKARYA PERKASA, Tambak Langon Indah I/37 Blok B-20",PT BUMIMAS MULTIKARYA PERKASA,Pabrikan pintu,"4,8"," TAMBAK LANGON INDAH 1 /37 PERGUDANGAN MUTIARA TAMBAK LANGON B20, Surabaya, Jawa Timur 60184",Gagal,https://www.bmphome.com/,-7.2302011,112.6606733,Aktif,· Buka pukul 09.00,Gagal,"BUMIMAS MULTIKARYA PERKASA, Tambak Langon Indah I/37 Blok B-20",Ditemukan
6199520,"CITRASAMINDO RAYA, Jl. Prapen Indah F 7",Citra Samindo Raya. PT,Gagal,"5,0"," MQM5+GV6, Prapen, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60299",Gagal,https://www.citrasamindoraya.com/contact,-7.3162055,112.7570567,Aktif,Gagal,Gagal,"CITRASAMINDO RAYA, Jl. Prapen Indah F 7",Ditemukan
6200437,"ANUGERAH INDAH ABADI, Tambak Langon 8",CV. Anugerah Indah Abadi,Kelas pengerjaan kayu,"4,7"," Jl. Tambak Langon No.8, Tambak Langon, Kec. Asem Rowo, Surabaya, Jawa Timur 60184",Gagal,http://aiafloor.co.id/,-7.2282073,112.6727172,Aktif,· Buka pukul 08.00,Gagal,"ANUGERAH INDAH ABADI, Tambak Langon 8",Ditemukan
6201261,"RAFKO GAP, Jl. Margomulyo 44/L-12-A",Rafkogap,Tidak ada ulasan,Gagal,"· Jl. Pergudangan Suri Mulia Blk. 12A Blok L-12 No.44 Blok L, RT.000/RW.00",Gagal,Gagal,-7.2410701,112.6921848,Aktif,Gagal,Gagal,"RAFKO GAP, Jl. Margomulyo 44/L-12-A",Ditemukan
6201335,"KARYA SENI INDONESIA, PT, Jl. Margomulyo Permai Blok Ah No. 35",PT KARYA SENI INDONESIA,Gudang,Gagal," Jl. Pergudangan Margomulyo Permai No.35 Blok AH, Asem Rowo, Surabaya, East Java 60183",Gagal,Gagal,-7.2467831,112.6903266,Aktif,· Buka pukul 08.00,Gagal,"KARYA SENI INDONESIA, PT, Jl. Margomulyo Permai Blok Ah No. 35",Ditemukan
6206740,"ALIMY, Jl. Kedondong No. 22",PT. Alimy,Toko Minuman Keras,"5,0"," Jl. Kedondong No.22, RW.06, Tegalsari, Kec. Tegalsari, Surabaya, Jawa Timur 60262",Gagal,Gagal,-7.2721545,112.7361973,Aktif,· Buka pukul 10.00,Gagal,"ALIMY, Jl. Kedondong No. 22",Ditemukan
6206808,"BERKAT KHARISMA SEJAHTERA, Jl. Tenggilis Mejoyo Selatan 1 No.4",Berkat Kharisma Lestari,Toko Mainan,"3,7",· Jl. Tenggilis Mejoyo Selatan I No.5,(031) 8420010,Gagal,-7.3215436,112.7613459,Aktif,Gagal,Gagal,"BERKAT KHARISMA SEJAHTERA, Jl. Tenggilis Mejoyo Selatan 1 No.4",Ditemukan
6206808,"BERKAT KHARISMA SEJAHTERA, Jl. Tenggilis Mejoyo Selatan 1 No.4",Berkat Kharisma Lestari,Gudang,"5,0",· Jl. Tenggilis Mejoyo Selatan VII No.21,Gagal,Gagal,-7.3233744,112.7595942,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"BERKAT KHARISMA SEJAHTERA, Jl. Tenggilis Mejoyo Selatan 1 No.4",Tidak Ditemukan
6206824,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Harvest Link,Pembangunan Perumahan,"4,8",· Jl. Kebraon V,0823-3788-8850,Gagal,-7.3330115,112.7016331,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Ditemukan
6206824,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Harvest Agency,Agen Asuransi,"4,5",· Jl. Raya Jemursari No.76/C15,(031) 8415519,Gagal,-7.3236507,112.7431845,Aktif,Tutup,Tutup · Buka pukul 08.30 · Tutup · Buka pukul 08.30,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Tidak Ditemukan
6206824,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",The Harvest Cakes - Dharmahusada,Toko Kue,"4,6","· Jl. Wisma Permai Barat Raya Blok QQ No.3, RT.1/RW.7",(031) 1500581,Gagal,-7.2722908,112.7821872,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Tidak Ditemukan
6206824,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",The Harvest Patissier & Chocolatier - Bengawan,Toko Kue,"4,6",· Jl. Bengawan No.39,(021) 1500581,Gagal,-7.2901214,112.7377761,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Tidak Ditemukan
6206824,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Harvest Printing Tenggilis,Percetakan Komersial,"4,3","· BLOk GG ,ak (Belakang Gedung BK3S sebelah Chico Supermarket, Jl. Tenggilis Timur VII No.6",0878-5600-2207,Gagal,-7.3213025,112.7541014,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"HARVEST, UD, Jl. Sarono.Jiwo 3 No.37",Tidak Ditemukan
6206970,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",Print Surabaya,Layanan cetak digital,"4,9",· Jl. Raya Mulyosari No.233,0813-8644-3080,Gagal,-7.2737749,112.7979133,Tutup,· Tutup pukul 23.00,Buka · Tutup pukul 23.00 · Buka · Tutup pukul 23.00,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",Ditemukan
6206970,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",PT. Sinar Murni Indoprinting,Toko Percetakan,"4,0","· Jalan Sedati 37, Gedangan",(031) 8910122,Gagal,-7.386886,112.732815,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",Tidak Ditemukan
6206970,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",Cv Indo Sejahtera Abadi,Gagal,"4,3","MQPP+P64, Jl. Raya Kendalsari",Gagal,Gagal,-7.3132299,112.7855635,Aktif,Gagal,Gagal,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",Tidak Ditemukan
6206970,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C","Cetak Kalender 2026, Brosur kilat, Cetak Yasin tahlil - Percetakan Goprint",Percetakan Komersial,"4,7",· Jl. Tenggilis Mulya No.111,0896-1869-7776,Gagal,-7.321149,112.7579882,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",Tidak Ditemukan
6206970,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",TAKAHI OFFICE,Perusahaan Farmasi,"5,0",· Jl. Raya Bibis No.5 7A,(031) 7413447,Gagal,-7.2585311,112.6771044,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"INDOPRINT ABADI, Jl. Tenggilis Timur Viii/1C",Tidak Ditemukan
6207266,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",Victory International Futures - PAKUWON TOWER,Kantor Perusahaan,"4,8",· Jl. Embong Malang No.21,Gagal,Gagal,-7.2611119,112.738418,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",Ditemukan
6207266,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",PT Victory International Futures,Kantor Perusahaan,"4,4","· Mas Building, Jl. Diponegoro No.153 Lantai 1",(031) 5671200,Gagal,-7.283369,112.7323922,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",Tidak Ditemukan
6207266,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",Victory International Futures Pusat,Broker keuangan,"4,9","· Pakuwon Center Superblock Tunjungan City Office Building Lt. 15 Unit 5-7 Jl. Embong Malang. 1, 3, 5",0811-3707-799,Gagal,-7.261807,112.739277,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",Tidak Ditemukan
6207266,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",CV. VICTORY,Pemasok Selang,"5,0",· Jl. Demak Jaya II No.29,(031) 99248054,Gagal,-7.2493022,112.7194825,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",Tidak Ditemukan
6207266,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",(SIER) Surabaya Industrial Estate Rungkut,Kantor Perusahaan,"4,4",· Jl. Rungkut Industri Raya No.10,(031) 8439981,Gagal,-7.3308334,112.758275,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"VICTORY INDAH PERKASA, Jl. Kyai Tambak Deres 292",Tidak Ditemukan
6207341,"SAMUDRA LUAS ABADI, Jl: Margomulyo Permai",PT Samudra Luas Abadi,Distributor Baja,"5,0"," Jl. Pergudangan Margomulyo Permai Blk. B No.07, Lontar, Kec. Sambikerep, Surabaya, Jawa Timur 60182",Gagal,https://www.pt-samudraluasabadi.com/,-7.2455537,112.6849581,Aktif,· Buka pukul 08.30,Gagal,"SAMUDRA LUAS ABADI, Jl: Margomulyo Permai",Ditemukan
6207377,"SABE INDONESIA, Jl. Greges Jaya Ii No. C-9",PT. SABE INDONESIA,Pemasok Bahan Bangunan,"4,4"," Jl. Pergudangan Suri Mulia, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,http://www.sabesteel.com/,-7.2400084,112.693762,Aktif,· Buka pukul 08.00,Gagal,"SABE INDONESIA, Jl. Greges Jaya Ii No. C-9",Ditemukan
6207417,"AND TECHNICAL SERVICES, Jl. Bendul Merisi Indah No. 5",Andtech,Kantor Perusahaan,"4,8"," Jl. Bendul Merisi Indah No.5, Bendul Merisi, Kec. Wonocolo, Surabaya, Jawa Timur 60239",Gagal,http://www.andtech.co.id/,-7.3070505,112.7423179,Aktif,Gagal,Gagal,"AND TECHNICAL SERVICES, Jl. Bendul Merisi Indah No. 5",Ditemukan
6207646,"TEMPRINA MEDIA GRAFIKA, PT, Jl. Karah agung 45 Jambangan Surabaya",PT. Temprina Media Grafika (Packaging),Percetakan Komersial,"4,7"," Jl. Karah Agung No.45, Karah, Kec. Jambangan, Surabaya, Jawa Timur 60232",Gagal,http://www.temprina.com/,-7.3145417,112.7149848,Aktif,· 08.00,Gagal,"TEMPRINA MEDIA GRAFIKA, PT, Jl. Karah agung 45 Jambangan Surabaya",Ditemukan
96674897,"BATIK DEWI SARASWATI, Jemursari Utara 2/19",Dewi Saraswati Batik,Produsen pakaian dan kain,"5,0"," Jl. Jemursari Utara II No.19, Jemur Wonosari, Kec. Wonocolo, Surabaya, Jawa Timur 60237",Gagal,Gagal,-7.324263,112.7347879,Aktif,· Buka pukul 09.00,Gagal,"BATIK DEWI SARASWATI, Jemursari Utara 2/19",Ditemukan
96723598,"PRIMAL SURF INTERNATIONAL, PT, Jl. Margomulyo Permai Iii/ 14B",Primal Surf International - PSI Surfboards,Produsen,"5,0"," Jl. Pergudangan Margomulyo Permai III No.14B, Kelurahan Tambak Sarioso, Kec. Asem Rowo, Surabaya, Jawa Timur 60186",Gagal,http://psisurfboards.com/,-7.2525115,112.687017,Aktif,· Buka pukul 08.00,Gagal,"PRIMAL SURF INTERNATIONAL, PT, Jl. Margomulyo Permai Iii/ 14B",Ditemukan
96900913,"NEW BINTANG APOLLO, PT, Jl. Jambangan 124",PT. New Bintang Apollo,Toko Benang,"4,8"," Jl. Jambangan No.124, Jambangan, Kec. Jambangan, Surabaya, Jawa Timur 60232",Gagal,Gagal,-7.3236119,112.7086006,Aktif,· 08.00,Gagal,"NEW BINTANG APOLLO, PT, Jl. Jambangan 124",Ditemukan
96901705,"PAKABAYA, PT, Jl. Pagesangan 44, Surabaya",Pt. Pakabaya,Tidak ada ulasan,Gagal,Jl. Pagesangan Timur No.44 No. 44,Gagal,Gagal,-7.3362679,112.7088927,Tutup Permanen,Tutup permanen,Gagal,"PAKABAYA, PT, Jl. Pagesangan 44, Surabaya",Ditemukan
96901705,"PAKABAYA, PT, Jl. Pagesangan 44, Surabaya",PT. Pakabaja Korek Api,Produsen,"4,0","· Jl. Pagesangan No. 44, Wonocolo",(031) 8280555,Gagal,-7.3337945,112.7077951,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"PAKABAYA, PT, Jl. Pagesangan 44, Surabaya",Tidak Ditemukan
96901705,"PAKABAYA, PT, Jl. Pagesangan 44, Surabaya",P.t. Pakabaja,Gagal,"5,0",Jl. Raya Wisma Pagesangan No.44,Gagal,Gagal,-7.3393039,112.7231034,Aktif,Gagal,Gagal,"PAKABAYA, PT, Jl. Pagesangan 44, Surabaya",Tidak Ditemukan
96910066,"SURYAH TERANG CV, JL RAYA PANJANG JIWO PERMAI 1A / 3",Surya Terang. CV,Distributor Kertas,"4,4"," Kompleks Pertokoan Ruko Delta Permai, Jalan Raya Permai No.3 1A, Panjang Jiwo, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60292",Gagal,Gagal,-7.3103003,112.7654931,Aktif,· 08.00,Gagal,"SURYAH TERANG CV, JL RAYA PANJANG JIWO PERMAI 1A / 3",Ditemukan
96942425,"GAYA SUKSES MANDIRI KASEINDO, Margo Mulyo 63 A",Safeway,Produsen,"4,8"," Jl. Margomulyo No.63A, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,https://safeway.co.id/,-7.2343647,112.6797811,Aktif,· Buka pukul 08.00,Gagal,"GAYA SUKSES MANDIRI KASEINDO, Margo Mulyo 63 A",Ditemukan
96968066,"MOULDING UTAMA SEMESTA, PT, JL. GREGES JAYA II/8-A, SURABAYA",PT. MOULDING UTAMA SEMESTA,Toko Kayu,Gagal," Jl. Greges Indah Bar. II No.8-A, RT.003/RW.01, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,Gagal,-7.2266681,112.6785913,Aktif,· Buka pukul 08.00,Gagal,"MOULDING UTAMA SEMESTA, PT, JL. GREGES JAYA II/8-A, SURABAYA",Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Orchid Meubel,Toko Mebel,"4,2",· Jl. Sisingamangaraja No.15,(031) 8964881,Gagal,-7.4544424,112.7163507,Aktif,Tutup,· Jl. Sisingamangaraja No.15 · Jl. Sisingamangaraja No.15,"INDUSTRI MEBEL, JL MASJID NO 18-22",Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Toko Mebel Sumber Jaya,Toko Mebel,"4,7",· Jl. Raya Suko Jl. Raya Cemeng Kalang No.50,0816-4293-991,Gagal,-7.4447491,112.6818882,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Industri interior,Toko Sofa,"5,0","· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21",0851-0077-0240,Gagal,-7.2540305,112.6552797,Aktif,Tutup,"· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21 · Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21","INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Mebel teknik industri adi,Tidak ada ulasan,Gagal,Gagal,0822-4415-5217,Gagal,-7.4911701,112.6994082,Aktif,Tutup,· Ruko mulyo RT 12 RW 02 Sambiroto · Ruko mulyo RT 12 RW 02 Sambiroto,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",IKEA - Ciputra World,Bersponsor,"4,6",· No.89 Jalan Mayjen Sungkono,(021) 29853900,Gagal,-7.292546,112.718759,Aktif,Tutup,Tutup · Buka pukul 10.00 · Tutup · Buka pukul 10.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96976896,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",CV. Surya Indah Perkasa,Toko,"4,5",· Jl. Kembang Jepun No.61,(031) 3538489,Gagal,-7.2378451,112.7422318,Aktif,Tutup,Tutup · Buka pukul 08.30 · Tutup · Buka pukul 08.30,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",Ditemukan
96976896,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",PT.Surya Indah Cakrawala,Perusahaan Ekspedisi,"3,9",· Jl. Sidorame No.22,(031) 3762696,Gagal,-7.2281644,112.7502144,Aktif,Segera buka · 08.00,· Jl. Sidorame No.22 · Jl. Sidorame No.22,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",Tidak Ditemukan
96976896,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",Surya Indah. UD,Grosir Kain,"4,8","· JL. Kapasan, No. 169-E, Kapasan, Simokerto",(031) 3718836,Gagal,-7.2390484,112.7465472,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",Tidak Ditemukan
